transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000265997.4	CPEB3	10	1-495	94000107	93870920	108	167,7897407	0,643662715	21,30531388	CPEB3_1
ENST00000265997.4	CPEB3	10	496-699	93870919	93811969	26	87,94071963	0,29565371	43,62771609	CPEB3_2
ENST00000337910.5	RHOBTB1	10	1-211	62671300	62648793	45	94,11859769	0,478120171	25,63400537	RHOBTB1_1
ENST00000337910.5	RHOBTB1	10	212-697	62648792	62631240	168	172,4704226	0,974080062	0,115873075	RHOBTB1_2
ENST00000374518.5	BMS1	10	1-120	43279843	43281113	35	43,36358963	0,807128752	1,728133738	BMS1_1
ENST00000374518.5	BMS1	10	121-150	43281114	43285773	0	7,771519737	0	15,54303947	BMS1_2
ENST00000374518.5	BMS1	10	151-1283	43285774	43326544	392	358,5329669	1,093344368	0	BMS1_3
ENST00000224356.4	CYP26A1	10	1-156	94833692	94834589	34	85,25153528	0,398819797	30,81140838	CYP26A1_1
ENST00000224356.4	CYP26A1	10	157-498	94834590	94837061	134	138,719275	0,965979674	0,160551274	CYP26A1_2
ENST00000487519.1	TFAM	10	1-144	60145308	60148570	37	39,98035835	0,925454436	0,227908608	TFAM_1
ENST00000487519.1	TFAM	10	145-177	60148571	60150614	0	11,22787096	0	22,45574191	TFAM_2
ENST00000487519.1	TFAM	10	178-247	60150615	60154834	23	24,13958498	0,952791857	0,05466482	TFAM_3
ENST00000421367.2	ERLIN1	10	1-116	101945383	101935784	36	32,87041356	1,095209829	0	ERLIN1_1
ENST00000421367.2	ERLIN1	10	117-275	101935783	101914617	10	38,86248296	0,257317578	30,57608104	ERLIN1_2
ENST00000421367.2	ERLIN1	10	276-349	101912109	101911888	29	21,71424194	1,335529008	0	ERLIN1_3
ENST00000265872.6	CCAR1	10	1-808	70482262	70531088	144	267,1768851	0,538968781	56,78838953	CCAR1_1
ENST00000265872.6	CCAR1	10	809-1151	70531089	70551023	81	86,99734976	0,931062845	0,413440228	CCAR1_2
ENST00000355624.3	RAB11FIP2	10	1-438	119805674	119768734	135	120,1417168	1,123672972	1,837568032	RAB11FIP2_1
ENST00000355624.3	RAB11FIP2	10	439-513	119768733	119768509	9	26,87121772	0,334930858	11,88559544	RAB11FIP2_2
ENST00000375500.3	LYZL1	10	1-34	29578047	29578148	10	9,520781597	1,050333935	0	LYZL1_1
ENST00000375500.3	LYZL1	10	35-82	29578149	29580904	0	17,57341592	0	35,14683183	LYZL1_2
ENST00000375500.3	LYZL1	10	83-195	29580905	29599988	43	40,14773768	1,07104416	0	LYZL1_3
ENST00000419470.2	SFTPA1	10	1-130	81371376	81372997	57	42,1778432	1,351420454	5,208809068	SFTPA1_1
ENST00000419470.2	SFTPA1	10	131-264	81372998	81373869	21	45,71413583	0,459376506	13,36104246	SFTPA1_2
ENST00000380872.4	AKR1C1	10	1-189	5005637	5011133	65	55,47533939	1,171691795	1,63530608	AKR1C1_1
ENST00000380872.4	AKR1C1	10	190-324	5011134	5019934	7	37,36200212	0,187356127	24,673495	AKR1C1_2
ENST00000374201.3	FRMPD2	10	1-895	49482610	49388951	361	286,3321308	1,26077363	19,47141129	FRMPD2_1
ENST00000374201.3	FRMPD2	10	896-1310	49388950	49365365	5	55,52827131	0,090044222	45,97849242	FRMPD2_2
ENST00000344440.6	SORCS1	10	1-219	108924284	108589401	48	112,1542585	0,427981966	36,69739282	SORCS1_1
ENST00000344440.6	SORCS1	10	220-1199	108589400	108336979	301	330,1441117	0,911723061	2,572752974	SORCS1_2
ENST00000542569.1	SAMD8	10	1-230	76910287	76928314	59	72,7192748	0,811339224	2,588289027	SAMD8_1
ENST00000542569.1	SAMD8	10	231-416	76928315	76936450	5	34,25747785	0,145953535	24,98724553	SAMD8_2
ENST00000370508.5	GOT1	10	1-34	101190322	101190221	4	15,73642354	0,254187363	12,51537801	GOT1_1
ENST00000370508.5	GOT1	10	35-373	101190220	101157427	91	121,0491692	0,751760633	8,166947319	GOT1_2
ENST00000370508.5	GOT1	10	374-414	101157426	101157304	1	13,54430078	0,073831792	19,87666986	GOT1_3
ENST00000326799.3	YME1L1	10	1-287	27443139	27423761	93	86,29488431	1,077700037	0,520987736	YME1L1_1
ENST00000326799.3	YME1L1	10	288-774	27423760	27400906	80	152,8002427	0,523559378	34,68499294	YME1L1_2
ENST00000309979.6	NDST2	10	1-636	75568146	75563710	186	257,1593936	0,72328682	19,6907421	NDST2_1
ENST00000309979.6	NDST2	10	637-884	75563709	75562209	109	92,68302	1,176051449	2,872627977	NDST2_2
ENST00000369603.5	SMNDC1	10	1-133	112063345	112057351	21	33,51873122	0,626515361	4,675553805	SMNDC1_1
ENST00000369603.5	SMNDC1	10	134-239	112057350	112053908	2	26,80399574	0,074615741	22,95322722	SMNDC1_2
ENST00000374189.1	MAPK8	10	1-48	49609704	49612916	17	15,53112851	1,094575967	0,138919941	MAPK8_1
ENST00000374189.1	MAPK8	10	49-335	49612917	49635131	23	86,9826511	0,264420545	47,06432364	MAPK8_2
ENST00000374189.1	MAPK8	10	336-428	49635132	49643072	31	26,82508382	1,155634786	0,649762185	MAPK8_3
ENST00000265866.7	HNRNPH3	10	1-86	70096979	70098266	4	30,68401474	0,130361038	23,20545889	HNRNPH3_1
ENST00000265866.7	HNRNPH3	10	87-347	70098267	70101811	52	88,3776725	0,588383904	14,97363553	HNRNPH3_2
ENST00000339365.2	SEC24C	10	1-279	75506591	75520131	114	80,74767421	1,411805369	13,6934863	SEC24C_1
ENST00000339365.2	SEC24C	10	280-1095	75520132	75530853	217	287,7781648	0,75405304	17,40767446	SEC24C_2
ENST00000361432.2	FAM45A	10	1-312	120863655	120896021	76	90,69860501	0,83794012	2,382054159	FAM45A_1
ENST00000361432.2	FAM45A	10	313-358	120896022	120896159	0	13,45743145	0	13,45743145	FAM45A_2
ENST00000344293.5	TAF3	10	1-61	7860673	7866297	4	24,34610452	0,164297331	17,00329384	TAF3_1
ENST00000344293.5	TAF3	10	62-756	7866298	8019239	192	200,6654883	0,95681625	0,374208278	TAF3_2
ENST00000344293.5	TAF3	10	757-930	8019240	8056714	34	73,80381096	0,460680818	21,46695877	TAF3_3
ENST00000372391.2	DLG5	10	1-800	79686278	79581842	209	326,2778521	0,640558342	42,15454558	DLG5_1
ENST00000372391.2	DLG5	10	801-1920	79581841	79552198	419	456,9386793	0,916972056	3,149970557	DLG5_2
ENST00000285949.5	CYP26C1	10	1-57	94821021	94821191	16	13,21772081	1,210496138	0	CYP26C1_1
ENST00000285949.5	CYP26C1	10	58-420	94821192	94828145	88	165,7521857	0,530913059	44,06873918	CYP26C1_2
ENST00000285949.5	CYP26C1	10	421-523	94828146	94828454	58	59,17799376	0,980094057	0,023606236	CYP26C1_3
ENST00000357447.2	FRMD4A	10	1-431	14372101	13712487	57	147,3651074	0,386794412	55,41238884	FRMD4A_1
ENST00000357447.2	FRMD4A	10	432-1040	13712486	13693905	223	267,1614384	0,8347013	7,29982834	FRMD4A_2
ENST00000263056.1	MAP3K8	10	1-199	30727868	30739279	56	66,98959597	0,835950705	1,910401092	MAP3K8_1
ENST00000263056.1	MAP3K8	10	200-353	30739280	30748216	12	49,9022698	0,240470024	41,60070347	MAP3K8_2
ENST00000263056.1	MAP3K8	10	354-468	30748217	30749765	43	46,50684011	0,924595176	0,271341691	MAP3K8_3
ENST00000373644.4	TET1	10	1-1484	70332096	70412342	488	409,2180826	1,192518172	15,16695076	TET1_1
ENST00000373644.4	TET1	10	1485-1683	70412343	70442727	23	62,61719525	0,367311246	25,0653539	TET1_2
ENST00000373644.4	TET1	10	1684-2137	70442728	70451571	133	154,5153973	0,860755642	2,995897695	TET1_3
ENST00000298767.5	WAPAL	10	1-593	88277826	88232483	164	166,4765322	0,985123836	0,0368413	WAPAL_1
ENST00000298767.5	WAPAL	10	594-825	88232482	88220940	12	71,40720099	0,168050278	49,42380433	WAPAL_2
ENST00000298767.5	WAPAL	10	826-1191	88220939	88197300	75	109,0543924	0,687730208	10,63415802	WAPAL_3
ENST00000225174.3	PPIF	10	1-71	81107305	81108849	8	22,80018851	0,350874292	9,607182848	PPIF_1
ENST00000225174.3	PPIF	10	72-208	81108850	81113598	61	51,23996464	1,190477012	1,859062372	PPIF_2
ENST00000374789.3	PARD3	10	1-687	35103923	34648081	185	242,6301853	0,762477265	13,68847924	PARD3_1
ENST00000374789.3	PARD3	10	688-1357	34648080	34400097	269	242,5112902	1,109226708	2,893274565	PARD3_2
ENST00000371627.4	TNKS2	10	1-78	93558448	93572774	3	24,66371321	0,121636186	19,02862176	TNKS2_1
ENST00000371627.4	TNKS2	10	79-1167	93572775	93622756	226	299,8611969	0,753682045	18,19333901	TNKS2_2
ENST00000372037.3	BMPR1A	10	1-244	88635776	88676947	65	82,94187162	0,783681375	4,195885662	BMPR1A_1
ENST00000372037.3	BMPR1A	10	245-411	88676948	88681343	10	52,7970249	0,189404612	52,3166548	BMPR1A_2
ENST00000372037.3	BMPR1A	10	412-533	88681344	88683476	35	53,18071103	0,658133359	7,077083446	BMPR1A_3
ENST00000263062.8	EPC1	10	1-279	32635843	32580229	34	102,2196956	0,332616917	45,52867079	EPC1_1
ENST00000263062.8	EPC1	10	280-837	32580228	32557991	161	173,1117032	0,93003533	0,84739132	EPC1_2
ENST00000368808.3	MMP21	10	1-49	127464390	127464244	18	27,51642539	0,654154736	3,291210649	MMP21_1
ENST00000368808.3	MMP21	10	50-54	127464243	127464229	0	2,307107314	0	2,307107314	MMP21_2
ENST00000368808.3	MMP21	10	55-207	127462934	127462476	9	71,9019079	0,125170531	55,02844268	MMP21_3
ENST00000368808.3	MMP21	10	208-570	127462475	127455231	121	129,0727705	0,937455665	0,504906061	MMP21_4
ENST00000277942.6	NPFFR1	10	1-190	72043432	72015436	69	62,09201457	1,111254007	0,76854106	NPFFR1_1
ENST00000277942.6	NPFFR1	10	191-431	72015435	72014713	35	80,3121395	0,435799622	25,56512625	NPFFR1_2
ENST00000334512.5	ZMIZ1	10	1-559	80961390	81058817	155	231,0241844	0,670925429	28,32821125	ZMIZ1_1
ENST00000334512.5	ZMIZ1	10	560-823	81058818	81065902	41	129,677581	0,31616876	82,93387118	ZMIZ1_2
ENST00000334512.5	ZMIZ1	10	824-1068	81065903	81072506	78	98,39249473	0,792743392	4,553100042	ZMIZ1_3
ENST00000298068.5	HECTD2	10	1-310	93170196	93244372	62	86,35762599	0,717944701	6,870197471	HECTD2_1
ENST00000298068.5	HECTD2	10	311-777	93244373	93272141	44	135,6735422	0,324307889	61,94308929	HECTD2_2
ENST00000371953.3	PTEN	10	1-55	89624227	89685270	0	18,42186273	0	18,42186273	PTEN_1
ENST00000371953.3	PTEN	10	56-404	89685271	89725229	34	97,31459937	0,349382315	41,19359807	PTEN_2
ENST00000404857.1	KCNMA1	10	1-1162	79397400	78647198	143	415,7998541	0,343915465	178,9797655	KCNMA1_1
ENST00000404857.1	KCNMA1	10	1163-1220	78647197	78647024	23	26,55377407	0,866166894	0,475612622	KCNMA1_2
ENST00000372325.2	SFTPA2	10	1-57	81319239	81319069	7	21,84004854	0,320512108	13,75040395	SFTPA2_1
ENST00000372325.2	SFTPA2	10	58-122	81319068	81317812	36	22,41434403	1,606114369	0	SFTPA2_2
ENST00000372325.2	SFTPA2	10	123-249	81317811	81316965	17	41,7652353	0,407037094	18,96953802	SFTPA2_3
ENST00000298630.3	STK32C	10	1-258	134121337	134038839	52	145,6350798	0,357056831	60,20203496	STK32C_1
ENST00000298630.3	STK32C	10	259-487	134038838	134021514	70	75,17592769	0,931149134	0,356367102	STK32C_2
ENST00000369583.3	DUSP5	10	1-133	112257880	112262498	40	85,5902073	0,467343184	24,28393466	DUSP5_1
ENST00000369583.3	DUSP5	10	134-385	112262499	112270184	87	86,14532328	1,009921336	0,008479535	DUSP5_2
ENST00000316157.3	LARP4B	10	1-142	931661	909687	59	54,40122594	1,084534383	0	LARP4B_1
ENST00000316157.3	LARP4B	10	143-341	909686	875427	25	68,48307142	0,36505372	36,58060498	LARP4B_2
ENST00000316157.3	LARP4B	10	342-739	875426	858866	131	152,0977418	0,861288264	3,072063976	LARP4B_3
ENST00000372027.5	MMRN2	10	1-475	88717298	88703116	169	165,8346805	1,019087199	0	MMRN2_1
ENST00000372027.5	MMRN2	10	476-720	88703115	88702381	59	166,5448236	0,354258984	92,63785643	MMRN2_2
ENST00000372027.5	MMRN2	10	721-950	88702380	88696500	95	88,5477812	1,072867086	0	MMRN2_3
ENST00000398978.3	COL13A1	10	1-71	71562180	71562392	16	53,89745597	0,296860023	26,64721633	COL13A1_1
ENST00000398978.3	COL13A1	10	72-718	71562393	71718457	218	210,606662	1,035104958	0,259542817	COL13A1_2
ENST00000369452.4	SHOC2	10	1-321	112724117	112760294	69	96,14559523	0,717661582	8,508703077	SHOC2_1
ENST00000369452.4	SHOC2	10	322-402	112760295	112767333	1	19,6876175	0,050793348	31,41525523	SHOC2_2
ENST00000369452.4	SHOC2	10	403-583	112767334	112771576	25	45,95038459	0,544065087	11,4664495	SHOC2_3
ENST00000339859.4	USP54	10	1-388	75335416	75294509	75	126,4393235	0,593169893	20,92706547	USP54_1
ENST00000339859.4	USP54	10	389-1685	75294508	75258387	388	387,293376	1,001824519	0,001289249	USP54_2
ENST00000254667.3	PTPRE	10	1-207	129839146	129859975	71	74,13895579	0,957661182	0,134816028	PTPRE_1
ENST00000254667.3	PTPRE	10	208-463	129859976	129870403	60	118,7049225	0,505455029	35,53429995	PTPRE_2
ENST00000254667.3	PTPRE	10	464-701	129870404	129881170	78	87,76307121	0,8887565	1,128752882	PTPRE_3
ENST00000260731.3	KIF11	10	1-331	94353133	94373337	41	101,1436197	0,405364175	35,76355093	KIF11_1
ENST00000260731.3	KIF11	10	332-1057	94373338	94413553	163	188,2766199	0,865747431	3,39345116	KIF11_2
ENST00000371380.3	PLCE1	10	1-1343	95790804	96022465	470	423,8808554	1,108802141	5,017861678	PLCE1_1
ENST00000371380.3	PLCE1	10	1344-2303	96022466	96084837	216	296,5517394	0,728372056	21,8801034	PLCE1_2
ENST00000534127.1	ST5	11	1-641	8772247	8736176	242	264,3626009	0,915409363	1,89166667	ST5_1
ENST00000534127.1	ST5	11	642-1138	8736175	8715643	110	183,3796607	0,599848422	29,36298705	ST5_2
ENST00000389817.3	ABCC8	11	1-1018	17498323	17428543	349	388,2788176	0,898838629	3,97349904	ABCC8_1
ENST00000389817.3	ABCC8	11	1019-1582	17428542	17414538	126	217,9518598	0,578109313	38,7936333	ABCC8_2
ENST00000311027.5	MADD	11	1-568	47295466	47304166	182	222,8648887	0,816638283	7,998293929	MADD_1
ENST00000311027.5	MADD	11	569-1425	47304167	47336776	343	312,0620718	1,099140303	0	MADD_2
ENST00000311027.5	MADD	11	1426-1648	47336777	47350701	60	90,49570117	0,663014919	11,67646796	MADD_3
ENST00000155840.5	KCNQ1	11	1-171	2466329	2591893	30	83,35461606	0,359908082	34,15185852	KCNQ1_1
ENST00000155840.5	KCNQ1	11	172-677	2591894	2869233	170	212,5453976	0,799829128	8,516349333	KCNQ1_2
ENST00000405158.2	SAA1	11	1-77	18288435	18291264	3	24,63303472	0,121787674	18,99839774	SAA1_1
ENST00000405158.2	SAA1	11	78-123	18291265	18291402	22	14,86079817	1,480405006	3,429708294	SAA1_2
ENST00000341394.4	CAPRIN1	11	1-168	34073968	34097920	38	68,89693202	0,551548507	16,57192686	CAPRIN1_1
ENST00000341394.4	CAPRIN1	11	169-567	34097921	34113599	124	108,9925969	1,137691949	0	CAPRIN1_2
ENST00000341394.4	CAPRIN1	11	568-710	34113600	34120914	31	62,45017273	0,496395745	19,47667399	CAPRIN1_3
ENST00000249923.3	COPB1	11	1-337	14520474	14502590	56	102,8788761	0,54432943	21,36132416	COPB1_1
ENST00000249923.3	COPB1	11	338-954	14502589	14479370	168	178,6153961	0,940568415	0,630889818	COPB1_2
ENST00000381178.1	TH	11	1-306	2193016	2188133	161	134,1251329	1,200371598	5,384960063	TH_1
ENST00000381178.1	TH	11	307-529	2188132	2185463	59	90,19664695	0,654126312	10,79009934	TH_2
ENST00000428726.2	CD44	11	1-152	35160851	35211401	31	55,07504255	0,56286838	10,52396234	CD44_1
ENST00000428726.2	CD44	11	153-743	35211402	35250880	211	174,5297601	1,208962872	7,620926062	CD44_2
ENST00000418153.2	PHF21A	11	1-562	46105770	45957286	88	175,7982162	0,500573907	43,84872006	PHF21A_1
ENST00000418153.2	PHF21A	11	563-681	45957285	45955519	44	41,17820357	1,068526458	0,193367714	PHF21A_2
ENST00000256194.4	MICAL2	11	1-474	12183703	12244263	126	178,1040388	0,707451672	15,24294946	MICAL2_1
ENST00000256194.4	MICAL2	11	475-1125	12244264	12284067	270	250,7900102	1,076597907	1,471445001	MICAL2_2
ENST00000256999.2	FOLH1	11	1-365	49229961	49196454	88	106,8764299	0,823380796	3,33394002	FOLH1_1
ENST00000256999.2	FOLH1	11	366-751	49196453	49168308	45	105,6866187	0,42578711	34,84703869	FOLH1_2
ENST00000396356.3	SOX6	11	1-588	16362794	16010685	180	196,0394285	0,91818264	1,312303691	SOX6_1
ENST00000396356.3	SOX6	11	589-809	16010684	15994355	38	83,2624539	0,456388182	24,60520483	SOX6_2
ENST00000299402.6	APBB1	11	1-585	6432577	6417357	186	220,8667552	0,842136698	5,819101066	APBB1_1
ENST00000299402.6	APBB1	11	586-625	6417356	6417100	1	16,07986099	0,062189592	24,60458673	APBB1_2
ENST00000299402.6	APBB1	11	626-709	6417099	6416764	20	32,33836425	0,618460471	5,45584852	APBB1_3
ENST00000263773.5	FNBP4	11	1-80	47788840	47786895	11	29,01185744	0,379155317	14,68790916	FNBP4_1
ENST00000263773.5	FNBP4	11	81-959	47786894	47741567	238	248,1358857	0,959151875	0,419787445	FNBP4_2
ENST00000263773.5	FNBP4	11	960-1018	47741566	47738974	6	16,53371599	0,362894827	8,903725332	FNBP4_3
ENST00000361367.2	CTR9	11	1-53	10772960	10776519	1	22,33843926	0,044765885	20,38320515	CTR9_1
ENST00000361367.2	CTR9	11	54-915	10776520	10795576	115	276,3128984	0,416194831	94,17530397	CTR9_2
ENST00000361367.2	CTR9	11	916-1174	10795577	10800652	89	83,91449123	1,060603463	0,308199443	CTR9_3
ENST00000435224.2	ABTB2	11	1-184	34379130	34378579	11	59,28696876	0,185538243	39,32788943	ABTB2_1
ENST00000435224.2	ABTB2	11	185-1026	34378578	34173934	313	310,3455027	1,008553362	0,022704875	ABTB2_2
ENST00000450114.2	WEE1	11	1-384	9595481	9603089	29	98,57904093	0,29418018	49,11026615	WEE1_1
ENST00000450114.2	WEE1	11	385-647	9603090	9610149	69	81,50769678	0,84654582	1,919358354	WEE1_2
ENST00000529230.1	CKAP5	11	1-1160	46842782	46786738	286	316,144526	0,90464954	2,874294423	CKAP5_1
ENST00000529230.1	CKAP5	11	1161-2033	46786737	46765573	169	280,1237019	0,603304893	44,0822288	CKAP5_2
ENST00000419022.1	PAX6	11	1-52	31827959	31823446	1	23,82760424	0,04196813	21,86957237	PAX6_1
ENST00000419022.1	PAX6	11	53-437	31823445	31811482	64	134,8930586	0,474449914	37,25785309	PAX6_2
ENST00000298852.3	PSMC3	11	1-112	47447830	47446212	1	36,77840262	0,02718987	34,8055925	PSMC3_1
ENST00000298852.3	PSMC3	11	113-440	47446211	47440386	45	119,3547326	0,377027362	46,32096389	PSMC3_2
ENST00000526900.1	SAA2	11	1-77	18269558	18267062	3	26,92743136	0,111410552	21,26166302	SAA2_1
ENST00000526900.1	SAA2	11	78-123	18267061	18266924	23	17,37507489	1,323735302	1,820986826	SAA2_2
ENST00000227163.4	SPI1	11	1-196	47399904	47377006	44	73,75814896	0,596544255	12,00609617	SPI1_1
ENST00000227163.4	SPI1	11	197-272	47377005	47376778	4	40,07362103	0,099816286	32,47288617	SPI1_2
ENST00000256737.3	ANO3	11	1-425	26353823	26569083	129	137,3925678	0,938915416	0,51265651	ANO3_1
ENST00000256737.3	ANO3	11	426-982	26569084	26681991	100	176,9593023	0,565101686	33,46947084	ANO3_2
ENST00000396087.3	NAV2	11	1-1663	19735242	20078164	634	628,3061398	1,009062239	0,051599121	NAV2_1
ENST00000396087.3	NAV2	11	1664-2489	20078165	20139804	239	310,9725901	0,768556482	16,65758943	NAV2_2
ENST00000278174.5	BTBD10	11	1-163	13466671	13441102	56	63,40435072	0,883220148	0,864678984	BTBD10_1
ENST00000278174.5	BTBD10	11	164-476	13441101	13410378	35	97,49089583	0,359007882	40,05617169	BTBD10_2
ENST00000332682.7	TRIM49B	11	1-136	49053152	49053559	56	37,72812917	1,484303654	0	TRIM49B_1
ENST00000332682.7	TRIM49B	11	137-287	49053560	49059031	2	33,16849962	0,060298175	51,10318548	TRIM49B_2
ENST00000332682.7	TRIM49B	11	288-453	49059032	49059529	49	45,06072619	1,087421445	0	TRIM49B_3
ENST00000531120.1	EIF3M	11	1-14	32605434	32605475	0	6,383588815	0	12,76717763	EIF3M_1
ENST00000531120.1	EIF3M	11	15-115	32608558	32610588	38	34,32641833	1,107019079	0	EIF3M_2
ENST00000531120.1	EIF3M	11	116-375	32610589	32623945	41	71,03565404	0,577174949	15,00330006	EIF3M_3
ENST00000525074.1	TRIM3	11	1-163	6486925	6478952	27	65,60254356	0,411569408	29,26509656	TRIM3_1
ENST00000525074.1	TRIM3	11	164-218	6478951	6478568	37	27,18565176	1,361012064	0	TRIM3_2
ENST00000525074.1	TRIM3	11	219-745	6478567	6470258	106	260,1592275	0,407442784	117,9732453	TRIM3_3
ENST00000528494.1	ATG13	11	1-226	46665842	46679155	27	70,09536292	0,385189531	26,49548027	ATG13_1
ENST00000528494.1	ATG13	11	227-551	46679156	46693882	117	104,4259881	1,120410754	1,514046255	ATG13_2
ENST00000339865.5	USP47	11	1-93	11863733	11913640	23	25,38457644	0,906061996	0,231365723	USP47_1
ENST00000339865.5	USP47	11	94-305	11913641	11941942	22	61,37344112	0,358461243	33,60575398	USP47_2
ENST00000339865.5	USP47	11	306-1288	11941943	11977722	248	286,3299319	0,866133688	5,376723935	USP47_3
ENST00000336615.4	PNPLA2	11	1-71	819719	821653	1	22,45845906	0,044526652	20,50298571	PNPLA2_1
ENST00000336615.4	PNPLA2	11	72-505	821654	824862	157	168,0369048	0,934318567	0,724919725	PNPLA2_2
ENST00000382179.1	BRSK2	11	1-70	1432635	1432844	34	24,78022564	1,37206176	3,430325478	BRSK2_1
ENST00000382179.1	BRSK2	11	71-430	1432845	1467063	60	148,5267539	0,403967625	52,76481137	BRSK2_2
ENST00000382179.1	BRSK2	11	431-767	1467064	1481953	98	133,7577289	0,732667942	9,559187248	BRSK2_3
ENST00000329962.6	B4GALNT4	11	1-462	369804	376509	142	162,7229369	0,87264895	2,639087768	B4GALNT4_1
ENST00000329962.6	B4GALNT4	11	463-1040	376510	381792	114	264,7593996	0,430579614	85,84547556	B4GALNT4_2
ENST00000378623.1	LRP4	11	1-1718	46939930	46886671	481	711,821212	0,675731479	74,84805313	LRP4_1
ENST00000378623.1	LRP4	11	1719-1906	46886670	46880534	74	63,58892119	1,163724728	1,704551045	LRP4_2
ENST00000454345.1	DGKZ	11	1-271	46387807	46388925	101	91,3083303	1,106142229	1,028695424	DGKZ_1
ENST00000454345.1	DGKZ	11	272-836	46388926	46397434	100	219,9825223	0,454581568	65,44067912	DGKZ_2
ENST00000454345.1	DGKZ	11	837-1118	46397435	46401497	87	107,7782223	0,807213166	4,005767686	DGKZ_3
ENST00000299441.3	DCHS1	11	1-1304	6662844	6652302	417	478,1023755	0,872198135	7,808997566	DCHS1_1
ENST00000299441.3	DCHS1	11	1305-1543	6652301	6651396	23	103,6483809	0,221904093	62,75217504	DCHS1_2
ENST00000299441.3	DCHS1	11	1544-1598	6651395	6651231	17	22,84745314	0,744065428	1,496565419	DCHS1_3
ENST00000299441.3	DCHS1	11	1599-3299	6651230	6643010	576	593,9409228	0,969793422	0,541933881	DCHS1_4
ENST00000300738.5	RRM1	11	1-223	4116243	4139568	35	69,85696446	0,501023774	21,33680816	RRM1_1
ENST00000300738.5	RRM1	11	224-343	4139569	4142986	5	40,54357731	0,123324095	50,15775996	RRM1_2
